id,word,polarity
3967,différend,negative
3968,différends,negative
3969,différent,negative
3970,diffèrent,negative
3971,différentiel,positive
3972,différer,negative
3973,difficile,negative
3974,difficiles,negative
3975,difficulté,negative
3976,difficultés,negative
3977,difforme,negative
3978,difformité,negative
3979,diffus,positive
3980,digérer,positive
3981,digestion,positive
3982,digne,positive
3983,digni,positive
3984,dignité,positive
3985,digresser,negative
3986,dilatation,negative
3987,dilater,negative
3988,dilemme,negative
3989,diligence,positive
3990,diluer,positive
3991,dilution,positive
3992,dim,negative
3993,dîme,negative
3994,dimension,positive
3995,diminuer,negative
3996,diminutif,positive
3997,diminution,negative
3998,d'impôt,negative
3999,din,negative
4000,dîner,positive
4001,dingue,negative
4002,dinosaure,negative
4003,d'intérêt,positive
4004,diocésain,positive
4005,diocèse,positive
4006,diorama,positive
4007,diplomate,positive
4008,diplomatie,positive
4009,diplomatique,positive
4010,diplôme,positive
4011,dipshit,negative
4012,directement,positive
4013,directeur,positive
4014,directeur|directrice,positive
4015,direction,positive
4016,dirigeable,positive
4017,diriger,positive
4018,dirofilariose,negative
4019,disagre,negative
4020,discernable,positive
4021,discernement,positive
4022,discerner,positive
4023,disciple,positive
4024,disciplinaire,negative
4025,discipline,negative
4026,discipliner,positive
4027,discontinu,negative
4028,discontinuité,negative
4029,discordance,negative
4030,discordant,negative
4031,discordants,negative
4032,discorde,negative
4033,discorder,negative
4034,discourir,positive
4035,discours,positive
4036,discrédit,negative
4037,discréditer,negative
4038,discret,positive
4039,discrétion,positive
4040,discrétionnaire,negative
4041,discrimination,negative
4042,discriminatoire,negative
4043,discriminer,negative
4044,disculper,positive
4045,discussion,positive
4046,discutable,negative
4047,discuter,positive
4048,disgrâce,negative
4049,disgracier,negative
4050,disgracieux,negative
4051,disjoindre,negative
4052,disjonctif,negative
4053,dislocation,negative
4054,disloquer,negative
4055,disparaissent,negative
4056,disparaître,negative
4057,disparate,negative
4058,disparité,negative
4059,disparition,negative
4060,dispensability,negative
4061,dispense,positive
4062,dispenser,positive
4063,disperser,positive
4064,disponible,positive
4065,disposer,positive
4066,dispositif,positive
4067,disposition,positive
4068,disproportionnée,negative
4069,dispute,negative
4070,disqualification,negative
4071,disqualifier,negative
4072,disque,positive
4073,disquette,positive
4074,dissatisf,negative
4075,dissection,negative
4076,dissemblable,negative
4077,dissémination,positive
4078,disséminer,positive
4079,dissension,negative
4080,disséquer,negative
4081,dissertation,positive
4082,dissidence,negative
4083,dissident,negative
4084,dissimulation,negative
4085,dissimuler,negative
4086,dissipéees,negative
4087,dissiper,negative
4088,dissociation,negative
4089,dissolution,negative
4090,dissolvant,positive
4091,dissonance,negative
4092,dissoner,negative
4093,dissoudre,negative
4094,dissuader,negative
4095,dissuasif,negative
4096,distal,positive
4097,distance,negative
4098,distanlointains,negative
4099,distant,negative
4100,distantsdistante,negative
4101,distillat,positive
4102,distillation,positive
4103,distiller,positive
4104,distinct,positive
4105,distinctif,positive
4106,distinction,positive
4107,distinguer,positive
4108,distorsion,negative
4109,distraire,negative
4110,distribution,positive
4111,district,positive
4112,diurne,positive
4113,divagation,negative
4114,divan,positive
4115,divergence,negative
4116,divergent,negative
4117,diverger,negative
4118,divers,positive
4119,diversifier,positive
4120,diversion,positive
4121,diversité,positive
4122,divertir,positive
4123,divertissant,positive
4124,divertissement,positive
4125,dividende,positive
4126,divin,positive
4127,divination,positive
4128,divinité,positive
4129,diviser,negative
4130,diviseur,negative
4131,divisible,negative
4132,division,negative
4133,divorce,negative
4134,divulgation,negative
4135,divulguer,positive
4136,dix,positive
4137,dixième,positive
4138,dlibérée,positive
4139,docile,positive
4140,docilement,positive
4141,dock,positive
4142,docteur,positive
4143,doctrinal,negative
4144,doctrine,positive
4145,document,positive
4146,documentaire,positive
4147,documentaliste,positive
4148,documenter,positive
4149,dodu,negative
4150,dogmatique,negative
4151,dogme,positive
4152,doigt,positive
4153,doigter,positive
4154,doléance,negative
4155,dolence,negative
4156,dollar,positive
4157,domaine,positive
4158,dôme,positive
4159,domestication,positive
4160,domestiquer,positive
4161,domicile,positive
4162,domicilier,positive
4163,dominance,negative
4164,dominant,negative
4165,dominante,negative
4166,dominateur,negative
4167,domination,negative
4168,dominent,negative
4169,dominer,negative
4170,dominion,negative
4171,domino,negative
4172,dommage,negative
4173,dommagés,negative
4174,domptage,positive
4175,dompter,positive
4176,don,positive
4177,donateur,positive
4178,donation,positive
4179,donjon,negative
4180,donnée,positive
4181,donnent,negative
4182,donner,positive
4183,donneur,positive
4184,doom,negative
4185,dope,negative
4186,dorénavant,positive
4187,dorer,positive
4188,dork,negative
4189,dorloter,positive
4190,dormeur,positive
4191,dormeur|dormeuse,positive
4192,dormir,positive
4193,dorsal,positive
4194,dortoir,positive
4195,dorure,positive
4196,dos,positive
4197,dose,positive
4198,doser,positive
4199,dossier,positive
4200,d'ostracisme,negative
4201,dot,positive
4202,dotation,positive
4203,doter,positive
4204,double,positive
4205,doublement,negative
4206,doubler,positive
4207,doublure,positive
4208,douce,positive
4209,douceâtre,positive
4210,doucement,positive
4211,doucereux,positive
4212,douceur,positive
4213,douche,positive
4214,douchebag,negative
4215,douer,positive
4216,douillet,positive
4217,douleur,negative
4218,douleurs,negative
4219,douloureusement,negative
4220,douloureux,negative
4221,doute,negative
4222,douter,negative
4223,douteur,negative
4224,douteux,negative
4225,douve,negative
4226,doux,positive
4227,douzaine,positive
4228,douze,positive
4229,douzième,positive
4230,doyen,positive
4231,draconien,negative
4232,dragon,negative
4233,drague,negative
4234,draguer,negative
4235,drainage,negative
4236,drainer,negative
4237,dramatique,negative
4238,dramaturge,positive
4239,drame,negative
4240,drap,positive
4241,drapeau,positive
4242,draper,positive
4243,draperie,positive
4244,drastique,negative
4245,dresser,positive
4246,drogue,negative
4247,droguer,negative
4248,droit,positive
4249,droit|droite,positive
4250,droiture,positive
4251,drôle,positive
4252,drugstore,positive
4253,druide,positive
4254,dual,positive
4255,dualisme,positive
4256,dualité,positive
4257,duaux,positive
4258,dubitatif,negative
4259,dubotatives,negative
4260,duc,positive
4261,ductile,positive
4262,dûe,negative
4263,duel,negative
4264,dûes,negative
4265,dugland,negative
4266,dump,negative
4267,dune,positive
4268,duo,positive
4269,dupe,negative
4270,duper,negative
4271,duperie,negative
4272,duplex,positive
4273,duplicata,positive
4274,duplicité,negative
4275,dupliquer,positive
4276,dur,negative
4277,durabilité,positive
4278,durable,positive
4279,durcir,negative
4280,durcissement,negative
4281,dureté,negative
4282,d'urgence,negative
4283,dûs,negative
4284,duvet,positive
4285,duveteux,positive
4286,dynam,positive
4287,dynamique,positive
4288,dynamisme,positive
4289,dynamite,negative
4290,dynastie,positive
4291,dysenterie,negative
4292,dyspepsie,negative
4293,easie,positive
4294,eau,positive
4295,ébahissement,positive
4296,ébauche,positive
4297,ébaudissement,positive
4298,ébène,positive
4299,éberluer,positive
4300,éblouir,negative
4301,éblouissant,negative
4302,éblouissement,negative
4303,ébouriffement,positive
4304,ébouriffer,negative
4305,ébranlage,negative
4306,ébranlement,negative
4307,ébranler,negative
4308,écaillage,negative
4309,écaille,positive
4310,écailleur,negative
4311,écailleux,negative
4312,écarlate,negative
4313,écart,negative
4314,écartèlement,negative
4315,écarteler,negative
4316,écartement,positive
4317,écarter,negative
4318,ecchymose,negative
4319,ecclésiastique,positive
4320,écervelé,negative
4321,échafaud,negative
4322,échafaudage,negative
4323,échaffauder,positive
4324,échalier,positive
4325,échange,positive
4326,échanger,positive
4327,échantillon,positive
4328,échappé,negative
4329,échappement,negative
4330,échapper,negative
4331,écharde,negative
4332,écharper,negative
4333,échasse,negative
4334,échauder,negative
4335,échaudure,negative
4336,échauffement,positive
4337,échauffourée,negative
4338,échéance,negative
4339,échec,negative
4340,échec|échecs,positive
4341,échelle,positive
4342,échelon,positive
4343,écheveau,positive
4344,échine,negative
4345,échiner,negative
4346,echo,positive
4347,écho,positive
4348,échographie,positive
4349,échouer,negative
4350,éclabousser,negative
4351,éclaboussure,negative
4352,éclairage,positive
4353,eclaircir,positive
4354,éclaircir,positive
4355,éclaircissement,positive
4356,éclairer,positive
4357,éclaireur,positive
4358,éclat,positive
4359,éclatement,positive
4360,éclater,negative
4361,éclectique,positive
4362,eclipse,negative
4363,éclipse,negative
4364,éclipser,negative
4365,écliptique,negative
4366,éclisse,positive
4367,éclisser,positive
4368,écloper,negative
4369,éclore,positive
4370,éclosion,negative
4371,écluse,positive
4372,écœurant,negative
4373,écœurement,negative
4374,écœurer,negative
4375,école,positive
4376,écolier,positive
4377,écologique,positive
4378,éconduire,negative
4379,économe,positive
4380,economie,positive
4381,économie,positive
4382,économique,positive
4383,écorce,negative
4384,écorchement,negative
4385,écossais,positive
4386,écoulement,positive
4387,écouler,positive
4388,écourter,negative
4389,écoutes,positive
4390,écouteur,positive
4391,écouvillon,negative
4392,écran,positive
4393,écrasant,negative
4394,écrasé,negative
4395,écrasement,negative
4396,écraser,negative
4397,écrémer,negative
4398,écrevisse,negative
4399,écrire,positive
4400,écriture,positive
4401,écrivain,positive
4402,écrivant,positive
4403,écroulement,negative
4404,ecsta,positive
4405,écume,positive
4406,écumer,negative
4407,écumeur,negative
4408,écumeux,negative
4409,écureuil,positive
4410,écurie,positive
4411,Eden,positive
4412,édenter,negative
4413,édification,positive
4414,édifice,positive
4415,édifier,positive
4416,édit,negative
4417,éditer,positive
4418,editeur,positive
4419,éditeur,positive
4420,edition,positive
4421,édition,positive
4422,editorial,positive
4423,éditorial,positive
4424,édredon,positive
4425,éducatif,positive
4426,éducation,positive
4427,édulcorant,positive
4428,édulcoration,positive
4429,éduquer,positive
4430,eejit,negative
4431,eétouffants,negative
4432,effaçage,negative
4433,effacement,negative
4434,effacer,negative
4435,effarement,negative
4436,effarer,negative
4437,effarouchement,negative
4438,effectuer,positive
4439,effeminé,negative
4440,efféminer,negative
4441,effervescence,negative
4442,effet,positive
4443,efficace,positive
4444,efficacement,positive
4445,efficacité,positive
4446,effigie,positive
4447,effilage,positive
4448,effiler,positive
4449,effilocher,negative
4450,effondrement,negative
4451,effort,positive
4452,effrayant,negative
4453,effrayer|effrayer,negative
4454,effritement,negative
4455,effroi,negative
4456,effronté,negative
4457,effronterie,positive
4458,effroyable,negative
4459,effusion,negative
4460,égaiement,positive
4461,égal,positive
4462,également,positive
4463,égalisation,positive
4464,égaliser,positive
4465,égalité,positive
4466,égard,positive
4467,égaré,negative
4468,égarement,negative
4469,égarer,negative
4470,égérie,positive
4471,égide,positive
4472,église,positive
4473,ego,negative
4474,égocentrique,negative
4475,égocentrisme,negative
4476,égoïsme,negative
4477,égoïste,negative
4478,egotis,negative
4479,égotisme,negative
4480,égout,negative
4481,égouttement,negative
4482,égratigner,negative
4483,égratignure,negative
4484,égrotant,negative
4485,éhonté,negative
4486,éjaculation,positive
4487,éjaculer,positive
4488,éjecter,negative
4489,éjection,negative
4490,élaboration,positive
4491,élaborer,positive
4492,élaguer,negative
4493,élan,positive
4494,élancement,negative
4495,élargir,positive
4496,élargissement,negative
4497,élasticité,positive
4498,élastique,positive
4499,élation,negative
4500,eldorado,positive
4501,électeur,positive
4502,élection,positive
4503,électorat,positive
4504,électricité,positive
4505,électrique,positive
4506,électrisation,positive
4507,elegan,positive
4508,élégance,positive
4509,élégant,positive
4510,élégir,negative
4511,élément,positive
4512,élevage,positive
4513,élévation,positive
4514,élève,positive
4515,élever,positive
4516,eleveur,positive
4517,éleveur,positive
4518,elfe,positive
4519,éligible,positive
4520,élimination,negative
4521,éliminer,negative
4522,élingue,negative
4523,élinguer,negative
4524,élire,positive
4525,ellipse,positive
4526,ellipsoïdal,positive
4527,ellipsoïde,positive
4528,elliptique,positive
4529,élocution,positive
4530,éloge,positive
4531,éloignement,negative
4532,éloigner,negative
4533,éloquence,positive
4534,éloquent,positive
4535,élucidation,positive
4536,élucider,positive
4537,éluder,negative
4538,émacier,negative
4539,émail,positive
4540,émancipation,positive
4541,émaner,positive
4542,emballage,positive
4543,emballement,negative
4544,emballer,positive
4545,emballeur,positive
4546,embarassante,negative
4547,embarassantes,negative
4548,embarassants,negative
4549,embarcadère,positive
4550,embarcation,positive
4551,embarder,negative
4552,embargo,negative
4553,embarquement,positive
4554,embarquer,positive
4555,embarras,negative
4556,embarrasser,negative
4557,embaucher,positive
4558,embéguiner,negative
4559,embellir,positive
4560,embellissement,positive
4561,emberlificoter,negative
4562,embêtement,negative
4563,embêter,negative
4564,emblématique,positive
4565,emblème,positive
4566,embolie,negative
4567,embouchure,positive
4568,embout,positive
4569,embrasement,negative
4570,embraser,negative
4571,embrassade,positive
4572,embrasser,positive
4573,embrayage,positive
4574,embrener,negative
4575,embrocher,negative
4576,embrouillement,negative
4577,embrouiller,negative
4578,embryon,positive
4579,embuer,negative
4580,embuscade,negative
4581,émécher,negative
4582,emeraude,positive
4583,émeraude,positive
4584,émergence,positive
4585,émerger,positive
4586,émérite,positive
4587,émerveillement,positive
4588,émétique,negative
4589,émettre,positive
4590,émeute,negative
4591,émigration,negative
4592,émigrer,negative
4593,émincer,negative
4594,éminemment,positive
4595,eminence,positive
4596,éminence,positive
4597,éminent,positive
4598,emir,positive
4599,émir,positive
4600,émissaire,positive
4601,emmêler,negative
4602,emmerdement,negative
4603,emmouscailler,negative
4604,émoi,positive
4605,émotif,negative
4606,émotion,positive
4607,émotionnel,positive
4608,émotionnelle,negative
4609,émoussement,negative
4610,émousser,negative
4611,Émoustillement,positive
4612,émouvoir,positive
4613,empaqueter,positive
4614,empaqueteur,positive
4615,empaqueteur|empaqueteuse,positive
4616,empathie,positive
4617,empattement,positive
4618,empêcher,negative
4619,empereur,positive
4620,empester,negative
4621,empêtrer,negative
4622,empétrés,negative
4623,emphase,positive
4624,emphatique,positive
4625,empiétement,negative
4626,empiètement,negative
4627,empiéter,negative
4628,empiler,negative
4629,empire,positive
4630,empirique,positive
4631,empirisme,positive
4632,emplacement,positive
4633,emploi,positive
4634,employer,positive
4635,employeur,positive
4636,empocher,positive
4637,empoigner,negative
4638,empoisonnement,negative
4639,empoisonner,negative
4640,emportement,negative
4641,empreinte,positive
4642,empressement,positive
4643,emprisonnement,negative
4644,emprisonner,negative
4645,emprunt,positive
4646,emprunter,positive
4647,emprunteur,negative
4648,émulation,positive
4649,émuler,negative
4650,émulsion,positive
4651,encadrement,positive
4652,encaisser,positive
4653,encapuchonner,positive
4654,enceinte,positive
4655,encens,positive
4656,encercler,negative
4657,enchainement,positive
4658,enchaînement,positive
4659,enchaîner,negative
4660,enchantement,positive
4661,enchanter,positive
4662,enchanteur,positive
4663,enchérir,positive
4664,enchérisseur,positive
4665,enchérisseuse,positive
4666,enchevêtrement,negative
4667,enchevêtrer,negative
4668,enclave,negative
4669,enclaver,negative
4670,enclin,negative
4671,enclume,positive
4672,encoche,positive
4673,encoder,negative
4674,encombrement,negative
4675,encombrer,negative
4676,encourageant,positive
4677,encourager,positive
4678,encourir,negative
4679,encre,positive
4680,enculer,negative
4681,encyclopédie,positive
4682,endémique,negative
4683,endetter,negative
4684,endeuiller,negative
4685,endêver,negative
4686,endiguement,negative
4687,endocardite,negative
4688,endoctrinement,negative
4689,endolorir,negative
4690,endommagement,negative
4691,endommager,negative
4692,endormir,positive
4693,endormissement,negative
4694,endossement,positive
4695,endroit,positive
4696,enduire,positive
4697,endurance,positive
4698,endurcir,negative
4699,endurer,negative
4700,energ,positive
4701,énergie,positive
4702,énergique,positive
4703,enfance,positive
4704,enfant,positive
4705,enfantin,negative
4706,enfer,negative
4707,enfermer,negative
4708,enfièvrement,positive
4709,enfiler,negative
4710,Enflammement,positive
4711,enflammer,negative
4712,enfler,negative
4713,enflure,negative
4714,enfoncement,negative
4715,enfoncer,negative
4716,enfouir,negative
4717,enfourcher,positive
4718,enfreindre,negative
4719,enfuir,negative
4720,enfumer,negative
4721,engagement,positive
4722,engager,positive
4723,englober,positive
4724,engloutir,negative
4725,engouement,positive
4726,engourdie,negative
4727,engourdir,negative
4728,engourdissement,negative
4729,engranger,positive
4730,engueulade,negative
4731,énigmatique,negative
4732,enivrement,positive
4733,enivrer,negative
4734,enjamber,positive
4735,enjeu,positive
4736,enjoindre,negative
4737,enjôlement,positive
4738,enjoué,positive
4739,enjouement,positive
4740,enlèvement,negative
4741,enlever,negative
4742,enlumineur,positive
4743,enneiger,positive
4744,ennemi,negative
4745,ennemy,negative
4746,ennui,negative
4747,ennuyer,negative
4748,ennuyeux,negative
4749,énoncer,positive
4750,énonciation,positive
4751,énormément,negative
4752,énormité,negative
4753,enquête,positive
4754,enquêteur,positive
4755,enquêtrice,positive
4756,enquiquinement,negative
4757,enraciner,positive
4758,enrag,negative
4759,enrager,negative
4760,enregistrement,positive
4761,enregistrer,positive
4762,enregistreur,positive
4763,enrichir,positive
4764,enrobage,positive
4765,enrobant,positive
4766,enrober,positive
4767,enrouer,negative
4768,enroulement,negative
4769,enrouler,positive
4770,ensanglanter,negative
4771,enseignant,positive
4772,enseigne,positive
4773,enseignement,positive
4774,enseigner,positive
4775,ensevelir,negative
4776,ensoleillé,positive
4777,ensoleillées,positive
4778,ensoleillement,positive
4779,ensoleiller,positive
4780,ensommeillement,negative
4781,ensorceler,negative
4782,ensorcellement,positive
4783,entacher,negative
4784,entaille,negative
4785,entailler,negative
4786,entasser,negative
4787,entendement,positive
4788,entendre,positive
4789,entente,positive
4790,enterré,negative
4791,enterrement,negative
4792,enterrer,negative
4793,entêtement,negative
4794,entêter,negative
4795,enthousiasme,positive
4796,enthousiaste,positive
4797,enthus,positive
4798,entichement,positive
4799,entier,positive
4800,entièrement,positive
4801,entité,positive
4802,entomologie,negative
4803,entonnoir,positive
4804,entorse,negative
4805,entortiller,negative
4806,entourer,positive
4807,entracte,positive
4808,entrailles,negative
4809,entrain,positive
4810,entraînant,positive
4811,entraînement,positive
4812,entraîner,positive
4813,entraîneur,positive
4814,entrant,positive
4815,entrave,negative
4816,entraver,negative
4817,entrecroiser,positive
4818,entrejambe,positive
4819,entremetteur,positive
4820,entreposage,positive
4821,entrepôt,positive
4822,entreprenant,negative
4823,entreprendre,positive
4824,entrepreneur,positive
4825,entreprise,positive
4826,entrer,positive
4827,entretien,positive
4828,entrevoir,positive
4829,entrevue,positive
4830,entropie,negative
4831,entrouvrir,positive
4832,énumération,positive
4833,énumérer,positive
4834,envahir,negative
4835,envahissant,negative
4836,envahissement,negative
4837,envahisseur,negative
4838,enveloppe,positive
4839,envelopper,positive
4840,envenimer,negative
4841,envie,negative
4842,envieux,negative
4843,environ,positive
4844,environ|environs,positive
4845,environnement,positive
4846,environner,positive
4847,envisager,positive
4848,envoi,positive
4849,envol,negative
4850,envoûtement,positive
4851,envoûter,negative
4852,envoyer,positive
4853,éolienne,positive
4854,épagneul,positive
4855,épais,negative
4856,épaisseur,negative
4857,épaissir,negative
4858,épaississant,negative
4859,épaississement,negative
4860,épanchement,negative
4861,épanouir,positive
4862,épanouissement,positive
4863,épar|épars,negative
4864,épargne,positive
4865,éparpillement,negative
4866,éparpiller,negative
4867,épars,negative
4868,épatement,positive
4869,épater,positive
4870,épaule,positive
4871,épave,negative
4872,épée,negative
4873,éperdre,negative
4874,éperdu,negative
4875,éperdument,positive
4876,éperlan,negative
4877,éphémère,negative
4878,ephéméride,positive
4879,éphéméride,positive
4880,épicéa,positive
4881,épicer,negative
4882,épicerie,positive
4883,épicier,positive
4884,épidémie,negative
4885,épiderme,positive
4886,épilepsie,negative
4887,épilogue,negative
4888,épine,negative
4889,épineux,negative
4890,épingle,positive
4891,épingler,positive
4892,épique,positive
4893,épiscopal,positive
4894,épisode,positive
4895,épisodique,positive
4896,épisser,positive
4897,épissure,positive
4898,épitaphe,negative
4899,épithète,positive
4900,épître,positive
4901,éploré,negative
4902,éplorement,negative
4903,éplucher,negative
4904,épluchure,negative
4905,éponge,negative
4906,éponger,negative
4907,épopée,positive
4908,époque,positive
4909,époumoner,negative
4910,épouse,positive
4911,épouser,positive
4912,épousseter,negative
4913,époustoufler,positive
4914,épouvantable,negative
4915,Epouvante,negative
4916,épouvanter,negative
4917,époux,positive
4918,éprendre,positive
4919,épreuve,negative
4920,éprouvant,negative
4921,éprouver,negative
4922,épuisant,negative
4923,épuisement,negative
4924,épuiser,negative
4925,épuration,positive
4926,équateur,positive
4927,équation,positive
4928,équatorial,positive
4929,équerre,positive
4930,équestre,positive
4931,équidistant,positive
4932,équilibration,positive
4933,équilibre,positive
4934,équilibrer,positive
4935,équipage,positive
4936,équipement,positive
4937,équiper,positive
4938,équitable,positive
4939,équitablement,positive
4940,équitation,positive
4941,équité,positive
4942,équivalence,positive
4943,équivalent,positive
4944,équivoque,negative
4945,éradication,negative
4946,éradiquer,negative
4947,érafler,negative
4948,éraflure,negative
4949,érection,positive
4950,éreintement,negative
4951,éréthisme,negative
4952,ergoter,negative
4953,ergoteur,negative
4954,ériger,positive
4955,ermite,negative
4956,éroder,negative
4957,éros,positive
4958,érosion,negative
4959,érotique,positive
4960,érotisme,positive
4961,érotomanie,negative
4962,errance,negative
4963,errant,negative
4964,erratique,negative
4965,erratum,negative
4966,errer,negative
4967,erreur,negative
4968,erroné,negative
4969,erronées,negative
4970,érudit,positive
4971,éruption,negative
4972,escadron,positive
4973,escalade,positive
4974,escalader,positive
4975,escalator,positive
4976,escalier,positive
4977,escapade,positive
4978,escargot,negative
4979,escarmouche,negative
4980,escarpement,negative
4981,escarper,negative
4982,esclaffer,positive
4983,esclavage,negative
4984,esclave,negative
4985,escorte,positive
4986,escorter,positive
4987,escouade,positive
4988,escroc,negative
4989,escroquer,negative
4990,ésotérique,positive
4991,espace,positive
4992,espacer,positive
4993,espèce,positive
4994,espérance,positive
4995,espérant,positive
4996,espère,positive
4997,espérer,positive
4998,esperluette,positive
4999,espiègle,positive
5000,espion,negative
5001,espionnage,negative
5002,espionner,negative
5003,espoir,positive
5004,esprit,positive
5005,esquinter,negative
5006,esquisse,positive
5007,esquisser,positive
5008,esquive,negative
5009,esquiver,negative
5010,essaim,negative
5011,essaimage,negative
5012,essayer|essayer,positive
5013,essayiste,positive
5014,essentiel,positive
5015,essentiellement,positive
5016,Esseulement,negative
5017,essieu,positive
5018,essor,positive
5019,essoufflement,negative
5020,esssence,positive
5021,essuyer,positive
5022,est,negative
5023,esthétique,positive
5024,esthétisme,positive
5025,estimable,positive
5026,estimation,positive
5027,estime,positive
5028,estimer,positive
5029,estival,positive
5030,estivau,positive
5031,estomac,positive
5032,estomaquer,positive
5033,estourbir,negative
5034,estuaire,positive
5035,estudiantin,positive
5036,esturgeon,positive
5037,étable,negative
5038,établiées,positive
5039,établir,positive
5040,établissement,positive
5041,étage,positive
5042,étagère,positive
5043,étai,positive
5044,étain,positive
5045,étal,positive
5046,étalage,positive
5047,étaler,negative
5048,étalon,positive
5049,étanche,positive
5050,étancher,positive
5051,étang,negative
5052,étape,positive
5053,état,positive
5054,étau,negative
5055,étayage,positive
5056,étayer|étayer,positive
5057,éteindre,negative
5058,éteint,negative
5059,étendre,negative
5060,éternel,positive
5061,éternité,positive
5062,éternuement,negative
5063,éternuer,negative
5064,éthanol,negative
5065,éther,negative
5066,éthéré,negative
5067,éthique,positive
5068,ethnographie,positive
5069,étincelant,positive
5070,étinceler,positive
5071,étincelle,positive
5072,étiolement,negative
5073,étiologie,positive
5074,étiqueter,positive
5075,étiquette,positive
5076,étirer,positive
5077,étisie,negative
5078,étoffe,positive
5079,étoile,positive
5080,étoiler,positive
5081,étole,positive
5082,étonnamment,positive
5083,étonnant,positive
5084,étonnement,positive
5085,étonner,positive
5086,étouffant,negative
5087,étouffement,negative
5088,étouffer,negative
5089,étouffoir,negative
5090,étourderie,negative
5091,étourdi,negative
5092,étourdir,negative
5093,étourdissement,negative
5094,étourdit,negative
5095,étrange,negative
5096,étrangement,negative
5097,étranger,negative
5098,étrangers,negative
5099,étrangeté,negative
5100,étranglement,negative
5101,étrangler,negative
5102,étrangleur,negative
5103,étreindre,positive
5104,étreinte,positive
5105,étriller,negative
5106,étriper,negative
5107,étriquer,negative
5108,étroit,negative
5109,étroitesse,negative
5110,étude,positive
5111,étudiant,positive
5112,étudier,positive
5113,étymologie,positive
5114,euchre,positive
5115,eugénisme,negative
5116,euh,negative
5117,euphémisme,negative
5118,euphorie,positive
5119,euthanasie,negative
5120,évacuation,negative
5121,évader,negative
5122,évaluer,positive
5123,evanescence,negative
5124,évanescence,negative
5125,évangélique,positive
5126,évangéliste,positive
5127,évangile,positive
5128,évanouissement,negative
5129,évaporation,negative
5130,évasif,negative
5131,évasion,negative
5132,éveil,positive
5133,éveiller,positive
5134,événement,positive
5135,évent,positive
5136,éventail,positive
5137,éventer,positive
5138,éventuel,negative
5139,éventuellement,positive
5140,évêque,positive
5141,évidemment,positive
5142,évident,positive
5143,évier,negative
5144,évincer,negative
5145,évitement,negative
5146,éviter,negative
5147,évocateur,positive
5148,évoluer,positive
5149,evolution,positive
5150,évolution,positive
5151,évoquer,positive
5152,ex,negative
5153,exacerbation,negative
5154,exacerber,negative
5155,exact,positive
5156,exactitude,positive
5157,exagération,negative
5158,exagérer,negative
5159,exaltation,positive
5160,exalter,positive
5161,examinateur,positive
5162,examiner,negative
5163,exaspérant,negative
5164,exasperat,negative
5165,exaspération,negative
5166,exaspérer,negative
5167,exaucer,positive
5168,excavateur,negative
5169,excavation,negative
5170,excaver,negative
5171,excédent,negative
5172,excéder,positive
5173,excel,positive
5174,excellence,positive
5175,excellent,positive
5176,exceller,positive
5177,excentricité,negative
5178,excentrique,negative
5179,exception,positive
5180,exceptionnel,positive
5181,exceptionnellement,negative
5182,excès,negative
5183,excessif,negative
5184,excessive,negative
5185,excessivement,negative
5186,exciser,negative
5187,excision,negative
5188,excit,positive
5189,excitabilité,positive
5190,excitable,positive
5191,excitant,positive
5192,excitation,positive
5193,exciter,positive
5194,exclure,negative
5195,exclusion,negative
5196,excommunicat,negative
5197,excrément,negative
5198,excrétion,negative
5199,excroissance,negative
5200,excursion,positive
5201,excuse,positive
5202,excuser,positive
5203,exécration,negative
5204,exécrer,negative
5205,exécuter,negative
5206,exécutif,positive
5207,exécution,negative
5208,exégèse,positive
5209,exemplaire,positive
5210,exemple,positive
5211,exempt,positive
5212,exempter,positive
5213,exemption,positive
5214,exercer,positive
5215,exercice,positive
5216,exhaustif,positive
5217,exhiber,negative
5218,exhortation,positive
5219,exhumer,negative
5220,exigeant,negative
5221,exiger,negative
5222,exiguïté,negative
5223,exil,negative
5224,existant,positive
5225,existence,positive
5226,exister,positive
5227,exode,negative
5228,exonéré,negative
5229,exorbitant,negative
5230,exorbiter,negative
5231,exorcisme,negative
5232,exorciste,negative
5233,exotique,positive
5234,exotiques,negative
5235,expansif,positive
5236,expansion,positive
5237,expatrier,negative
5238,expectoration,negative
5239,expédient,positive
5240,expéditif,negative
5241,expédition,positive
5242,expérience,positive
5243,expérimentateur,positive
5244,expérimenter,positive
5245,expert,positive
5246,expertise,positive
5247,expiation,positive
5248,expiration,negative
5249,expirer,negative
5250,explicatif,positive
5251,explication,positive
5252,expliquer,positive
5253,exploit,positive
5254,explorateur,positive
5255,explorer,positive
5256,exploser,negative
5257,explosif,negative
5258,explosion,negative
5259,explosive,negative
5260,expo,positive
5261,exponentiel,positive
5262,exportation,positive
5263,exporter,positive
5264,exposant,positive
5265,exposer,negative
5266,express,positive
5267,expressif,positive
5268,expression,positive
5269,expressivité,positive
5270,exprimer,positive
5271,expropriation,negative
5272,expulser,negative
5273,expulsion,positive
5274,exquis,positive
5275,exsangue,negative
5276,exsuder,negative
5277,extase,positive
5278,extatique,positive
5279,extensible,positive
5280,extension,positive
5281,exténuation,negative
5282,exténuer,negative
5283,extérieur,negative
5284,extérieurement,negative
5285,exterminat,negative
5286,extermination,negative
5287,exterminer,negative
5288,externe,negative
